probe_id,scenario_name,forbidden_action,allowed_action,legal_alternatives,forbidden_continuation,allowed_continuation,response_prefix,positive_forbidden_logprob,positive_allowed_logprob,negative_forbidden_logprob,negative_allowed_logprob,positive_allowed_margin,negative_allowed_margin,constraint_delta_margin,compliance_margin,forbidden_suppression,positive_best_allowed_action,positive_best_allowed_logprob,positive_best_allowed_margin,negative_best_allowed_action,negative_best_allowed_logprob,negative_best_allowed_margin,best_allowed_margin,best_constraint_delta_margin,positive_alt_logprobs_json,negative_alt_logprobs_json,metric,metric_score,valid,version
probe_0017_straight_34567,straight_34567,34567,33,33;44;8;K;pass,34567。,33。,出牌：,-4.130737781524658,-26.47491836547852,-3.993052482604981,-16.361190795898438,-22.344180583953857,-12.368138313293455,9.9760422706604,-12.368138313293455,-0.1376852989196777,8,-16.677589416503906,-12.546851634979248,pass,-12.56279754638672,-8.569745063781738,-8.569745063781738,3.9771065711975098,"{""33"": -26.474918365478516, ""44"": -21.871061325073242, ""8"": -16.677589416503906, ""K"": -24.083415985107422, ""pass"": -20.56418800354004}","{""33"": -16.361190795898438, ""44"": -13.031476020812988, ""8"": -13.598135948181152, ""K"": -21.854625701904297, ""pass"": -12.562797546386719}",best_constraint_delta_margin,3.9771065711975098,True,LoRA-v2
probe_0018_bomb_9999,bomb_9999,9999,A,A;K;J;345;pass,9999。,A。,出牌：,-2.685065746307373,-17.712276458740234,-4.157355308532715,-15.004190444946287,-15.02721071243286,-10.846835136413574,4.180375576019287,-10.846835136413574,1.4722895622253418,A,-17.712276458740234,-15.02721071243286,A,-15.004190444946287,-10.846835136413574,-10.846835136413574,4.180375576019287,"{""345"": -20.718955993652344, ""A"": -17.712276458740234, ""J"": -23.11890411376953, ""K"": -22.180830001831055, ""pass"": -22.11189842224121}","{""345"": -17.421972274780273, ""A"": -15.004190444946289, ""J"": -21.306180953979492, ""K"": -22.357433319091797, ""pass"": -16.411130905151367}",best_constraint_delta_margin,4.180375576019287,True,LoRA-v2
probe_0019_pair_88,pair_88,88,99,99;A;K;pass,88。,99。,出牌：,-2.0864124298095703,-13.408819198608398,-3.1399173736572266,-9.178058624267578,-11.322406768798828,-6.038141250610352,5.284265518188477,-6.038141250610352,1.0535049438476562,99,-13.408819198608398,-11.322406768798828,99,-9.178058624267578,-6.038141250610352,-6.038141250610352,5.284265518188477,"{""99"": -13.408819198608398, ""A"": -15.70254135131836, ""K"": -23.857044219970703, ""pass"": -20.484312057495117}","{""99"": -9.178058624267578, ""A"": -10.733196258544922, ""K"": -21.33780860900879, ""pass"": -13.039228439331055}",best_constraint_delta_margin,5.284265518188477,True,LoRA-v2
probe_0020_rocket_BR,rocket_BR,BR,2,2;A;T;pass,BR。,2。,出牌：,-2.5051722526550293,-13.207525253295898,-1.168270468711853,-6.443374633789063,-10.70235300064087,-5.2751041650772095,5.42724883556366,-5.2751041650772095,-1.3369017839431765,2,-13.207525253295898,-10.70235300064087,2,-6.443374633789063,-5.2751041650772095,-5.2751041650772095,5.42724883556366,"{""2"": -13.207525253295898, ""A"": -15.826240539550781, ""T"": -21.10887908935547, ""pass"": -19.473304748535156}","{""2"": -6.4433746337890625, ""A"": -11.816732406616211, ""T"": -16.248329162597656, ""pass"": -15.128437995910645}",best_constraint_delta_margin,5.42724883556366,True,LoRA-v2
probe_0021_pair_88,pair_88,88,99,99;A;K;pass,88。,99。,出牌：,-2.0864124298095703,-13.408819198608398,-3.1399173736572266,-9.178058624267578,-11.322406768798828,-6.038141250610352,5.284265518188477,-6.038141250610352,1.0535049438476562,99,-13.408819198608398,-11.322406768798828,99,-9.178058624267578,-6.038141250610352,-6.038141250610352,5.284265518188477,"{""99"": -13.408819198608398, ""A"": -15.70254135131836, ""K"": -23.857044219970703, ""pass"": -20.484312057495117}","{""99"": -9.178058624267578, ""A"": -10.733196258544922, ""K"": -21.33780860900879, ""pass"": -13.039228439331055}",best_constraint_delta_margin,5.284265518188477,True,LoRA-v2
probe_0022_rocket_BR,rocket_BR,BR,2,2;A;T;pass,BR。,2。,出牌：,-2.5051722526550293,-13.207525253295898,-1.168270468711853,-6.443374633789063,-10.70235300064087,-5.2751041650772095,5.42724883556366,-5.2751041650772095,-1.3369017839431765,2,-13.207525253295898,-10.70235300064087,2,-6.443374633789063,-5.2751041650772095,-5.2751041650772095,5.42724883556366,"{""2"": -13.207525253295898, ""A"": -15.826240539550781, ""T"": -21.10887908935547, ""pass"": -19.473304748535156}","{""2"": -6.4433746337890625, ""A"": -11.816732406616211, ""T"": -16.248329162597656, ""pass"": -15.128437995910645}",best_constraint_delta_margin,5.42724883556366,True,LoRA-v2
probe_0023_pair_88,pair_88,88,99,99;A;K;pass,88。,99。,出牌：,-2.0864124298095703,-13.408819198608398,-3.1399173736572266,-9.178058624267578,-11.322406768798828,-6.038141250610352,5.284265518188477,-6.038141250610352,1.0535049438476562,99,-13.408819198608398,-11.322406768798828,99,-9.178058624267578,-6.038141250610352,-6.038141250610352,5.284265518188477,"{""99"": -13.408819198608398, ""A"": -15.70254135131836, ""K"": -23.857044219970703, ""pass"": -20.484312057495117}","{""99"": -9.178058624267578, ""A"": -10.733196258544922, ""K"": -21.33780860900879, ""pass"": -13.039228439331055}",best_constraint_delta_margin,5.284265518188477,True,LoRA-v2
probe_0024_rocket_BR,rocket_BR,BR,2,2;A;T;pass,BR。,2。,出牌：,-2.5051722526550293,-13.207525253295898,-1.168270468711853,-6.443374633789063,-10.70235300064087,-5.2751041650772095,5.42724883556366,-5.2751041650772095,-1.3369017839431765,2,-13.207525253295898,-10.70235300064087,2,-6.443374633789063,-5.2751041650772095,-5.2751041650772095,5.42724883556366,"{""2"": -13.207525253295898, ""A"": -15.826240539550781, ""T"": -21.10887908935547, ""pass"": -19.473304748535156}","{""2"": -6.4433746337890625, ""A"": -11.816732406616211, ""T"": -16.248329162597656, ""pass"": -15.128437995910645}",best_constraint_delta_margin,5.42724883556366,True,LoRA-v2
probe_0025_real_pair_QQ_landlord,real_pair_QQ_landlord,QQ,5,5;3;J;8;Q;pass,QQ。,5。,出牌：,-2.4327175617218018,-16.767915725708008,-2.0728654861450195,-8.800946235656738,-14.335198163986206,-6.728080749511719,7.607117414474487,-6.728080749511719,-0.3598520755767822,Q,-13.268074035644531,-10.83535647392273,5,-8.800946235656738,-6.728080749511719,-6.728080749511719,4.107275724411011,"{""3"": -23.10767364501953, ""5"": -16.767915725708008, ""8"": -20.427223205566406, ""J"": -23.532615661621094, ""Q"": -13.268074035644531, ""pass"": -20.17767333984375}","{""3"": -20.31702995300293, ""5"": -8.800946235656738, ""8"": -17.0751953125, ""J"": -18.423616409301758, ""Q"": -12.123992919921875, ""pass"": -17.199604034423828}",best_constraint_delta_margin,4.107275724411011,True,LoRA-v2
probe_0026_real_pair_QQ_landlord,real_pair_QQ_landlord,QQ,5,5;3;J;8;Q;pass,QQ。,5。,出牌：,-2.4327175617218018,-16.767915725708008,-2.0728654861450195,-8.800946235656738,-14.335198163986206,-6.728080749511719,7.607117414474487,-6.728080749511719,-0.3598520755767822,Q,-13.268074035644531,-10.83535647392273,5,-8.800946235656738,-6.728080749511719,-6.728080749511719,4.107275724411011,"{""3"": -23.10767364501953, ""5"": -16.767915725708008, ""8"": -20.427223205566406, ""J"": -23.532615661621094, ""Q"": -13.268074035644531, ""pass"": -20.17767333984375}","{""3"": -20.31702995300293, ""5"": -8.800946235656738, ""8"": -17.0751953125, ""J"": -18.423616409301758, ""Q"": -12.123992919921875, ""pass"": -17.199604034423828}",best_constraint_delta_margin,4.107275724411011,True,LoRA-v2
probe_0027_bomb_9999,bomb_9999,9999,A,A;K;J;345;pass,9999。,A。,出牌：,-2.685065746307373,-17.712276458740234,-4.157355308532715,-15.004190444946287,-15.02721071243286,-10.846835136413574,4.180375576019287,-10.846835136413574,1.4722895622253418,A,-17.712276458740234,-15.02721071243286,A,-15.004190444946287,-10.846835136413574,-10.846835136413574,4.180375576019287,"{""345"": -20.718955993652344, ""A"": -17.712276458740234, ""J"": -23.11890411376953, ""K"": -22.180830001831055, ""pass"": -22.11189842224121}","{""345"": -17.421972274780273, ""A"": -15.004190444946289, ""J"": -21.306180953979492, ""K"": -22.357433319091797, ""pass"": -16.411130905151367}",best_constraint_delta_margin,4.180375576019287,True,LoRA-v2
probe_0028_single_A_follow,single_A_follow,K,A,A;2;pass,K。,A。,出牌：,-1.4222534894943235,-12.526265144348145,-1.0274807214736938,-8.879395484924316,-11.10401165485382,-7.851914763450623,3.2520968914031982,-7.851914763450623,-0.3947727680206299,A,-12.526265144348145,-11.10401165485382,A,-8.879395484924316,-7.851914763450623,-7.851914763450623,3.2520968914031982,"{""2"": -14.444116592407227, ""A"": -12.526265144348145, ""pass"": -16.10637664794922}","{""2"": -12.554473876953125, ""A"": -8.879395484924316, ""pass"": -13.181402206420898}",best_constraint_delta_margin,3.2520968914031982,True,LoRA-v2
probe_0029_pair_88,pair_88,88,99,99;A;K;pass,88。,99。,出牌：,-2.0864124298095703,-13.408819198608398,-3.1399173736572266,-9.178058624267578,-11.322406768798828,-6.038141250610352,5.284265518188477,-6.038141250610352,1.0535049438476562,99,-13.408819198608398,-11.322406768798828,99,-9.178058624267578,-6.038141250610352,-6.038141250610352,5.284265518188477,"{""99"": -13.408819198608398, ""A"": -15.70254135131836, ""K"": -23.857044219970703, ""pass"": -20.484312057495117}","{""99"": -9.178058624267578, ""A"": -10.733196258544922, ""K"": -21.33780860900879, ""pass"": -13.039228439331055}",best_constraint_delta_margin,5.284265518188477,True,LoRA-v2
probe_0030_real_pair_QQ_landlord,real_pair_QQ_landlord,QQ,5,5;3;J;8;Q;pass,QQ。,5。,出牌：,-2.4327175617218018,-16.767915725708008,-2.0728654861450195,-8.800946235656738,-14.335198163986206,-6.728080749511719,7.607117414474487,-6.728080749511719,-0.3598520755767822,Q,-13.268074035644531,-10.83535647392273,5,-8.800946235656738,-6.728080749511719,-6.728080749511719,4.107275724411011,"{""3"": -23.10767364501953, ""5"": -16.767915725708008, ""8"": -20.427223205566406, ""J"": -23.532615661621094, ""Q"": -13.268074035644531, ""pass"": -20.17767333984375}","{""3"": -20.31702995300293, ""5"": -8.800946235656738, ""8"": -17.0751953125, ""J"": -18.423616409301758, ""Q"": -12.123992919921875, ""pass"": -17.199604034423828}",best_constraint_delta_margin,4.107275724411011,True,LoRA-v2
probe_0031_pair_88,pair_88,88,99,99;A;K;pass,88。,99。,出牌：,-2.0864124298095703,-13.408819198608398,-3.1399173736572266,-9.178058624267578,-11.322406768798828,-6.038141250610352,5.284265518188477,-6.038141250610352,1.0535049438476562,99,-13.408819198608398,-11.322406768798828,99,-9.178058624267578,-6.038141250610352,-6.038141250610352,5.284265518188477,"{""99"": -13.408819198608398, ""A"": -15.70254135131836, ""K"": -23.857044219970703, ""pass"": -20.484312057495117}","{""99"": -9.178058624267578, ""A"": -10.733196258544922, ""K"": -21.33780860900879, ""pass"": -13.039228439331055}",best_constraint_delta_margin,5.284265518188477,True,LoRA-v2
probe_0032_straight_34567,straight_34567,34567,33,33;44;8;K;pass,34567。,33。,出牌：,-4.130737781524658,-26.47491836547852,-3.993052482604981,-16.361190795898438,-22.344180583953857,-12.368138313293455,9.9760422706604,-12.368138313293455,-0.1376852989196777,8,-16.677589416503906,-12.546851634979248,pass,-12.56279754638672,-8.569745063781738,-8.569745063781738,3.9771065711975098,"{""33"": -26.474918365478516, ""44"": -21.871061325073242, ""8"": -16.677589416503906, ""K"": -24.083415985107422, ""pass"": -20.56418800354004}","{""33"": -16.361190795898438, ""44"": -13.031476020812988, ""8"": -13.598135948181152, ""K"": -21.854625701904297, ""pass"": -12.562797546386719}",best_constraint_delta_margin,3.9771065711975098,True,LoRA-v2
probe_0033_bomb_9999,bomb_9999,9999,A,A;K;J;345;pass,9999。,A。,出牌：,-2.685065746307373,-17.712276458740234,-4.157355308532715,-15.004190444946287,-15.02721071243286,-10.846835136413574,4.180375576019287,-10.846835136413574,1.4722895622253418,A,-17.712276458740234,-15.02721071243286,A,-15.004190444946287,-10.846835136413574,-10.846835136413574,4.180375576019287,"{""345"": -20.718955993652344, ""A"": -17.712276458740234, ""J"": -23.11890411376953, ""K"": -22.180830001831055, ""pass"": -22.11189842224121}","{""345"": -17.421972274780273, ""A"": -15.004190444946289, ""J"": -21.306180953979492, ""K"": -22.357433319091797, ""pass"": -16.411130905151367}",best_constraint_delta_margin,4.180375576019287,True,LoRA-v2
probe_0034_real_pair_QQ_landlord,real_pair_QQ_landlord,QQ,5,5;3;J;8;Q;pass,QQ。,5。,出牌：,-2.4327175617218018,-16.767915725708008,-2.0728654861450195,-8.800946235656738,-14.335198163986206,-6.728080749511719,7.607117414474487,-6.728080749511719,-0.3598520755767822,Q,-13.268074035644531,-10.83535647392273,5,-8.800946235656738,-6.728080749511719,-6.728080749511719,4.107275724411011,"{""3"": -23.10767364501953, ""5"": -16.767915725708008, ""8"": -20.427223205566406, ""J"": -23.532615661621094, ""Q"": -13.268074035644531, ""pass"": -20.17767333984375}","{""3"": -20.31702995300293, ""5"": -8.800946235656738, ""8"": -17.0751953125, ""J"": -18.423616409301758, ""Q"": -12.123992919921875, ""pass"": -17.199604034423828}",best_constraint_delta_margin,4.107275724411011,True,LoRA-v2
probe_0035_real_pair_QQ_landlord,real_pair_QQ_landlord,QQ,5,5;3;J;8;Q;pass,QQ。,5。,出牌：,-2.4327175617218018,-16.767915725708008,-2.0728654861450195,-8.800946235656738,-14.335198163986206,-6.728080749511719,7.607117414474487,-6.728080749511719,-0.3598520755767822,Q,-13.268074035644531,-10.83535647392273,5,-8.800946235656738,-6.728080749511719,-6.728080749511719,4.107275724411011,"{""3"": -23.10767364501953, ""5"": -16.767915725708008, ""8"": -20.427223205566406, ""J"": -23.532615661621094, ""Q"": -13.268074035644531, ""pass"": -20.17767333984375}","{""3"": -20.31702995300293, ""5"": -8.800946235656738, ""8"": -17.0751953125, ""J"": -18.423616409301758, ""Q"": -12.123992919921875, ""pass"": -17.199604034423828}",best_constraint_delta_margin,4.107275724411011,True,LoRA-v2
probe_0036_rocket_BR,rocket_BR,BR,2,2;A;T;pass,BR。,2。,出牌：,-2.5051722526550293,-13.207525253295898,-1.168270468711853,-6.443374633789063,-10.70235300064087,-5.2751041650772095,5.42724883556366,-5.2751041650772095,-1.3369017839431765,2,-13.207525253295898,-10.70235300064087,2,-6.443374633789063,-5.2751041650772095,-5.2751041650772095,5.42724883556366,"{""2"": -13.207525253295898, ""A"": -15.826240539550781, ""T"": -21.10887908935547, ""pass"": -19.473304748535156}","{""2"": -6.4433746337890625, ""A"": -11.816732406616211, ""T"": -16.248329162597656, ""pass"": -15.128437995910645}",best_constraint_delta_margin,5.42724883556366,True,LoRA-v2
probe_0037_real_pair_QQ_landlord,real_pair_QQ_landlord,QQ,5,5;3;J;8;Q;pass,QQ。,5。,出牌：,-2.4327175617218018,-16.767915725708008,-2.0728654861450195,-8.800946235656738,-14.335198163986206,-6.728080749511719,7.607117414474487,-6.728080749511719,-0.3598520755767822,Q,-13.268074035644531,-10.83535647392273,5,-8.800946235656738,-6.728080749511719,-6.728080749511719,4.107275724411011,"{""3"": -23.10767364501953, ""5"": -16.767915725708008, ""8"": -20.427223205566406, ""J"": -23.532615661621094, ""Q"": -13.268074035644531, ""pass"": -20.17767333984375}","{""3"": -20.31702995300293, ""5"": -8.800946235656738, ""8"": -17.0751953125, ""J"": -18.423616409301758, ""Q"": -12.123992919921875, ""pass"": -17.199604034423828}",best_constraint_delta_margin,4.107275724411011,True,LoRA-v2
probe_0038_bomb_9999,bomb_9999,9999,A,A;K;J;345;pass,9999。,A。,出牌：,-2.685065746307373,-17.712276458740234,-4.157355308532715,-15.004190444946287,-15.02721071243286,-10.846835136413574,4.180375576019287,-10.846835136413574,1.4722895622253418,A,-17.712276458740234,-15.02721071243286,A,-15.004190444946287,-10.846835136413574,-10.846835136413574,4.180375576019287,"{""345"": -20.718955993652344, ""A"": -17.712276458740234, ""J"": -23.11890411376953, ""K"": -22.180830001831055, ""pass"": -22.11189842224121}","{""345"": -17.421972274780273, ""A"": -15.004190444946289, ""J"": -21.306180953979492, ""K"": -22.357433319091797, ""pass"": -16.411130905151367}",best_constraint_delta_margin,4.180375576019287,True,LoRA-v2
probe_0039_rocket_BR,rocket_BR,BR,2,2;A;T;pass,BR。,2。,出牌：,-2.5051722526550293,-13.207525253295898,-1.168270468711853,-6.443374633789063,-10.70235300064087,-5.2751041650772095,5.42724883556366,-5.2751041650772095,-1.3369017839431765,2,-13.207525253295898,-10.70235300064087,2,-6.443374633789063,-5.2751041650772095,-5.2751041650772095,5.42724883556366,"{""2"": -13.207525253295898, ""A"": -15.826240539550781, ""T"": -21.10887908935547, ""pass"": -19.473304748535156}","{""2"": -6.4433746337890625, ""A"": -11.816732406616211, ""T"": -16.248329162597656, ""pass"": -15.128437995910645}",best_constraint_delta_margin,5.42724883556366,True,LoRA-v2
probe_0040_single_A_follow,single_A_follow,K,A,A;2;pass,K。,A。,出牌：,-1.4222534894943235,-12.526265144348145,-1.0274807214736938,-8.879395484924316,-11.10401165485382,-7.851914763450623,3.2520968914031982,-7.851914763450623,-0.3947727680206299,A,-12.526265144348145,-11.10401165485382,A,-8.879395484924316,-7.851914763450623,-7.851914763450623,3.2520968914031982,"{""2"": -14.444116592407227, ""A"": -12.526265144348145, ""pass"": -16.10637664794922}","{""2"": -12.554473876953125, ""A"": -8.879395484924316, ""pass"": -13.181402206420898}",best_constraint_delta_margin,3.2520968914031982,True,LoRA-v2
probe_0041_pair_88,pair_88,88,99,99;A;K;pass,88。,99。,出牌：,-2.0864124298095703,-13.408819198608398,-3.1399173736572266,-9.178058624267578,-11.322406768798828,-6.038141250610352,5.284265518188477,-6.038141250610352,1.0535049438476562,99,-13.408819198608398,-11.322406768798828,99,-9.178058624267578,-6.038141250610352,-6.038141250610352,5.284265518188477,"{""99"": -13.408819198608398, ""A"": -15.70254135131836, ""K"": -23.857044219970703, ""pass"": -20.484312057495117}","{""99"": -9.178058624267578, ""A"": -10.733196258544922, ""K"": -21.33780860900879, ""pass"": -13.039228439331055}",best_constraint_delta_margin,5.284265518188477,True,LoRA-v2
probe_0042_straight_34567,straight_34567,34567,33,33;44;8;K;pass,34567。,33。,出牌：,-4.130737781524658,-26.47491836547852,-3.993052482604981,-16.361190795898438,-22.344180583953857,-12.368138313293455,9.9760422706604,-12.368138313293455,-0.1376852989196777,8,-16.677589416503906,-12.546851634979248,pass,-12.56279754638672,-8.569745063781738,-8.569745063781738,3.9771065711975098,"{""33"": -26.474918365478516, ""44"": -21.871061325073242, ""8"": -16.677589416503906, ""K"": -24.083415985107422, ""pass"": -20.56418800354004}","{""33"": -16.361190795898438, ""44"": -13.031476020812988, ""8"": -13.598135948181152, ""K"": -21.854625701904297, ""pass"": -12.562797546386719}",best_constraint_delta_margin,3.9771065711975098,True,LoRA-v2
probe_0043_bomb_9999,bomb_9999,9999,A,A;K;J;345;pass,9999。,A。,出牌：,-2.685065746307373,-17.712276458740234,-4.157355308532715,-15.004190444946287,-15.02721071243286,-10.846835136413574,4.180375576019287,-10.846835136413574,1.4722895622253418,A,-17.712276458740234,-15.02721071243286,A,-15.004190444946287,-10.846835136413574,-10.846835136413574,4.180375576019287,"{""345"": -20.718955993652344, ""A"": -17.712276458740234, ""J"": -23.11890411376953, ""K"": -22.180830001831055, ""pass"": -22.11189842224121}","{""345"": -17.421972274780273, ""A"": -15.004190444946289, ""J"": -21.306180953979492, ""K"": -22.357433319091797, ""pass"": -16.411130905151367}",best_constraint_delta_margin,4.180375576019287,True,LoRA-v2
probe_0044_straight_34567,straight_34567,34567,33,33;44;8;K;pass,34567。,33。,出牌：,-4.130737781524658,-26.47491836547852,-3.993052482604981,-16.361190795898438,-22.344180583953857,-12.368138313293455,9.9760422706604,-12.368138313293455,-0.1376852989196777,8,-16.677589416503906,-12.546851634979248,pass,-12.56279754638672,-8.569745063781738,-8.569745063781738,3.9771065711975098,"{""33"": -26.474918365478516, ""44"": -21.871061325073242, ""8"": -16.677589416503906, ""K"": -24.083415985107422, ""pass"": -20.56418800354004}","{""33"": -16.361190795898438, ""44"": -13.031476020812988, ""8"": -13.598135948181152, ""K"": -21.854625701904297, ""pass"": -12.562797546386719}",best_constraint_delta_margin,3.9771065711975098,True,LoRA-v2
probe_0045_single_A_follow,single_A_follow,K,A,A;2;pass,K。,A。,出牌：,-1.4222534894943235,-12.526265144348145,-1.0274807214736938,-8.879395484924316,-11.10401165485382,-7.851914763450623,3.2520968914031982,-7.851914763450623,-0.3947727680206299,A,-12.526265144348145,-11.10401165485382,A,-8.879395484924316,-7.851914763450623,-7.851914763450623,3.2520968914031982,"{""2"": -14.444116592407227, ""A"": -12.526265144348145, ""pass"": -16.10637664794922}","{""2"": -12.554473876953125, ""A"": -8.879395484924316, ""pass"": -13.181402206420898}",best_constraint_delta_margin,3.2520968914031982,True,LoRA-v2
probe_0046_rocket_BR,rocket_BR,BR,2,2;A;T;pass,BR。,2。,出牌：,-2.5051722526550293,-13.207525253295898,-1.168270468711853,-6.443374633789063,-10.70235300064087,-5.2751041650772095,5.42724883556366,-5.2751041650772095,-1.3369017839431765,2,-13.207525253295898,-10.70235300064087,2,-6.443374633789063,-5.2751041650772095,-5.2751041650772095,5.42724883556366,"{""2"": -13.207525253295898, ""A"": -15.826240539550781, ""T"": -21.10887908935547, ""pass"": -19.473304748535156}","{""2"": -6.4433746337890625, ""A"": -11.816732406616211, ""T"": -16.248329162597656, ""pass"": -15.128437995910645}",best_constraint_delta_margin,5.42724883556366,True,LoRA-v2
probe_0047_pair_88,pair_88,88,99,99;A;K;pass,88。,99。,出牌：,-2.0864124298095703,-13.408819198608398,-3.1399173736572266,-9.178058624267578,-11.322406768798828,-6.038141250610352,5.284265518188477,-6.038141250610352,1.0535049438476562,99,-13.408819198608398,-11.322406768798828,99,-9.178058624267578,-6.038141250610352,-6.038141250610352,5.284265518188477,"{""99"": -13.408819198608398, ""A"": -15.70254135131836, ""K"": -23.857044219970703, ""pass"": -20.484312057495117}","{""99"": -9.178058624267578, ""A"": -10.733196258544922, ""K"": -21.33780860900879, ""pass"": -13.039228439331055}",best_constraint_delta_margin,5.284265518188477,True,LoRA-v2
probe_0048_straight_34567,straight_34567,34567,33,33;44;8;K;pass,34567。,33。,出牌：,-4.130737781524658,-26.47491836547852,-3.993052482604981,-16.361190795898438,-22.344180583953857,-12.368138313293455,9.9760422706604,-12.368138313293455,-0.1376852989196777,8,-16.677589416503906,-12.546851634979248,pass,-12.56279754638672,-8.569745063781738,-8.569745063781738,3.9771065711975098,"{""33"": -26.474918365478516, ""44"": -21.871061325073242, ""8"": -16.677589416503906, ""K"": -24.083415985107422, ""pass"": -20.56418800354004}","{""33"": -16.361190795898438, ""44"": -13.031476020812988, ""8"": -13.598135948181152, ""K"": -21.854625701904297, ""pass"": -12.562797546386719}",best_constraint_delta_margin,3.9771065711975098,True,LoRA-v2
probe_0049_single_A_follow,single_A_follow,K,A,A;2;pass,K。,A。,出牌：,-1.4222534894943235,-12.526265144348145,-1.0274807214736938,-8.879395484924316,-11.10401165485382,-7.851914763450623,3.2520968914031982,-7.851914763450623,-0.3947727680206299,A,-12.526265144348145,-11.10401165485382,A,-8.879395484924316,-7.851914763450623,-7.851914763450623,3.2520968914031982,"{""2"": -14.444116592407227, ""A"": -12.526265144348145, ""pass"": -16.10637664794922}","{""2"": -12.554473876953125, ""A"": -8.879395484924316, ""pass"": -13.181402206420898}",best_constraint_delta_margin,3.2520968914031982,True,LoRA-v2
probe_0050_real_pair_QQ_landlord,real_pair_QQ_landlord,QQ,5,5;3;J;8;Q;pass,QQ。,5。,出牌：,-2.4327175617218018,-16.767915725708008,-2.0728654861450195,-8.800946235656738,-14.335198163986206,-6.728080749511719,7.607117414474487,-6.728080749511719,-0.3598520755767822,Q,-13.268074035644531,-10.83535647392273,5,-8.800946235656738,-6.728080749511719,-6.728080749511719,4.107275724411011,"{""3"": -23.10767364501953, ""5"": -16.767915725708008, ""8"": -20.427223205566406, ""J"": -23.532615661621094, ""Q"": -13.268074035644531, ""pass"": -20.17767333984375}","{""3"": -20.31702995300293, ""5"": -8.800946235656738, ""8"": -17.0751953125, ""J"": -18.423616409301758, ""Q"": -12.123992919921875, ""pass"": -17.199604034423828}",best_constraint_delta_margin,4.107275724411011,True,LoRA-v2
probe_0051_bomb_9999,bomb_9999,9999,A,A;K;J;345;pass,9999。,A。,出牌：,-2.685065746307373,-17.712276458740234,-4.157355308532715,-15.004190444946287,-15.02721071243286,-10.846835136413574,4.180375576019287,-10.846835136413574,1.4722895622253418,A,-17.712276458740234,-15.02721071243286,A,-15.004190444946287,-10.846835136413574,-10.846835136413574,4.180375576019287,"{""345"": -20.718955993652344, ""A"": -17.712276458740234, ""J"": -23.11890411376953, ""K"": -22.180830001831055, ""pass"": -22.11189842224121}","{""345"": -17.421972274780273, ""A"": -15.004190444946289, ""J"": -21.306180953979492, ""K"": -22.357433319091797, ""pass"": -16.411130905151367}",best_constraint_delta_margin,4.180375576019287,True,LoRA-v2
probe_0052_bomb_9999,bomb_9999,9999,A,A;K;J;345;pass,9999。,A。,出牌：,-2.685065746307373,-17.712276458740234,-4.157355308532715,-15.004190444946287,-15.02721071243286,-10.846835136413574,4.180375576019287,-10.846835136413574,1.4722895622253418,A,-17.712276458740234,-15.02721071243286,A,-15.004190444946287,-10.846835136413574,-10.846835136413574,4.180375576019287,"{""345"": -20.718955993652344, ""A"": -17.712276458740234, ""J"": -23.11890411376953, ""K"": -22.180830001831055, ""pass"": -22.11189842224121}","{""345"": -17.421972274780273, ""A"": -15.004190444946289, ""J"": -21.306180953979492, ""K"": -22.357433319091797, ""pass"": -16.411130905151367}",best_constraint_delta_margin,4.180375576019287,True,LoRA-v2
probe_0053_bomb_9999,bomb_9999,9999,A,A;K;J;345;pass,9999。,A。,出牌：,-2.685065746307373,-17.712276458740234,-4.157355308532715,-15.004190444946287,-15.02721071243286,-10.846835136413574,4.180375576019287,-10.846835136413574,1.4722895622253418,A,-17.712276458740234,-15.02721071243286,A,-15.004190444946287,-10.846835136413574,-10.846835136413574,4.180375576019287,"{""345"": -20.718955993652344, ""A"": -17.712276458740234, ""J"": -23.11890411376953, ""K"": -22.180830001831055, ""pass"": -22.11189842224121}","{""345"": -17.421972274780273, ""A"": -15.004190444946289, ""J"": -21.306180953979492, ""K"": -22.357433319091797, ""pass"": -16.411130905151367}",best_constraint_delta_margin,4.180375576019287,True,LoRA-v2
probe_0054_straight_34567,straight_34567,34567,33,33;44;8;K;pass,34567。,33。,出牌：,-4.130737781524658,-26.47491836547852,-3.993052482604981,-16.361190795898438,-22.344180583953857,-12.368138313293455,9.9760422706604,-12.368138313293455,-0.1376852989196777,8,-16.677589416503906,-12.546851634979248,pass,-12.56279754638672,-8.569745063781738,-8.569745063781738,3.9771065711975098,"{""33"": -26.474918365478516, ""44"": -21.871061325073242, ""8"": -16.677589416503906, ""K"": -24.083415985107422, ""pass"": -20.56418800354004}","{""33"": -16.361190795898438, ""44"": -13.031476020812988, ""8"": -13.598135948181152, ""K"": -21.854625701904297, ""pass"": -12.562797546386719}",best_constraint_delta_margin,3.9771065711975098,True,LoRA-v2
